,@ES.#,SW#.C,EX#.,@NQ.#,@YM.#,LF#.,XG#.,total
2020-05-06 08:00:00,152.55789671434317,158.65477116103878,128.673747207183,154.29285460424435,153.65055524470543,156.4721533884464,208.17793396211107,512.4799122820722
2020-05-06 10:00:00,152.47905308753633,158.64327426520066,127.96897038650954,154.5608484786701,153.51771897611903,156.05409318777748,207.55810880831115,510.78206719012434
2020-05-06 12:00:00,152.79442759476365,158.4708208276288,128.2038959934007,154.89447350601642,153.80481671790247,156.25847817477117,207.71537787718583,512.142290691669
2020-05-06 14:00:00,151.8658248790387,159.0341687236969,127.49911917272726,154.1260420905712,152.89638804240863,155.71035480056088,207.1371827710292,508.2690804800327
2020-05-06 16:00:00,152.07344470890303,158.19489532751382,127.42081063709684,153.8471096906587,153.0824959734058,156.12841500122977,207.01229262809932,507.7594639669073
2020-05-07 04:00:00,151.24930364479465,158.20639222335194,127.05572760594022,153.28856591071772,152.32320539846356,156.53097986392333,208.62661336448863,507.2807880116801
2020-05-07 06:00:00,151.4074619788602,157.82699466069386,127.05572760594022,153.27773020707423,152.49990668709003,156.92773203222004,208.816261359308,507.81181453118654
2020-05-07 08:00:00,151.51290086823724,158.10292016080882,126.93579168114977,153.17749994837177,152.6636786131341,157.15840189750887,208.83013804185578,508.3813312110663
2020-05-07 10:00:00,151.81164438813883,157.7350194939889,127.16916390985453,153.3021105402721,152.98691267769468,157.2875770220706,209.19093178809746,509.48335982011713
2020-05-07 12:00:00,151.59198003527,158.18339843167573,126.78021019534657,153.44839253945943,152.71970585099126,156.79855690765837,208.91339813714228,508.4356420975436
2020-05-07 14:00:00,151.19658420010614,158.33285807757133,126.54683796664179,153.25064094796548,152.18098241005686,156.37412435552696,208.7098734597752,506.5919014176437
2020-05-07 16:00:00,151.5041142941225,157.48208778555016,126.70241945244497,153.5486227981619,152.56455350000215,158.1456689209449,208.85326584610198,508.8007325973286
2020-05-11 04:00:00,149.60182287539692,157.5970567439314,125.7716299612915,153.92150154121074,149.41247559363364,156.78933011304682,207.74791450904607,500.84173133755706
2020-05-11 06:00:00,148.90594658673712,158.10292016080882,124.72496561498156,153.21415914965252,148.7312594967496,156.70628896154284,206.9352734255246,497.32081339599705
2020-05-11 08:00:00,149.03481256611855,157.65454122312204,124.9180903735756,153.80052872240233,148.5798781418865,156.74319613998904,207.07522827879777,497.80627544589186
2020-05-11 10:00:00,149.55027648364432,156.95323057699648,125.42021474592015,154.44286993618735,148.93730634086887,157.45365932507855,207.54023956547945,500.2977969741752
2020-05-11 12:00:00,150.0485582705859,156.59682680601463,125.76783931138944,154.90930027814747,149.45032093234946,157.14946515964547,207.89689870769166,501.819209465824
2020-05-11 14:00:00,150.0485582705859,156.56233611850027,125.69058940795182,155.12986459779455,149.8045600508479,157.25870503219895,207.91841490451625,502.41302838239557
2020-05-11 16:00:00,150.0485582705859,156.60832370185275,125.651964456233,155.1932008340387,149.9186718804409,157.97786752650936,207.97306220175204,503.3716488714127
2020-05-12 04:00:00,150.65922840916383,156.74628645191024,124.21441620039785,155.9679658471001,149.90176642420494,157.3224282911885,208.33282357522077,503.1449151991862
2020-05-12 06:00:00,151.12765311422973,156.48185784763342,124.21441620039785,156.3825397130014,149.90176642420494,157.54502593362275,208.77082881572176,504.4240880488118
2020-05-12 08:00:00,150.62453028286262,156.73478955607214,123.66933852408836,155.8829250540947,149.69838237620854,157.62656983142108,208.27208710901849,502.508622733766
2020-05-12 10:00:00,150.7026010670403,156.5853299101765,123.97869660606824,156.31610159346596,149.52532087606082,157.780597193929,208.38190179673296,503.27054904347375
2020-05-12 12:00:00,150.34694527245318,156.999218160349,123.43731996260341,156.11678723485954,149.10321965618832,157.3456964056713,207.93349182189885,501.2826785140236
2020-05-12 14:00:00,148.6467370836954,157.94196361907512,122.19988763468386,154.09441087620002,147.5161190694676,156.1769005372288,206.90855473656367,493.4845735569145
2020-05-12 16:00:00,148.6467370836954,157.6315474314458,122.19988763468386,154.09441087620002,146.65925359312638,155.86884581221298,206.81704249680158,491.917724928166
2020-05-13 04:00:00,148.18930764215816,157.43610020219768,122.3909050521999,152.75074060295822,145.9478758319639,156.563469839211,206.93515120764002,490.2135503783289
2020-05-13 06:00:00,148.18930764215816,157.18316849375896,122.23348671296337,152.46746991602683,145.74844775247405,156.188972214074,206.93515120764002,488.9460039390954
2020-05-13 08:00:00,149.18312205676764,157.60855363976955,122.23348671296337,152.46746991602683,146.97491173589086,155.61128029903253,206.29403123463183,490.3728555950826
2020-05-13 10:00:00,149.18312205676764,158.206392223352,120.76520874384883,152.46746991602683,145.8527469724472,154.6547347947964,205.08848572528888,486.21816043252784
2020-05-13 12:00:00,148.78423489028944,158.36734876508567,120.60666732490314,151.7379360262417,145.5734904928242,154.44520577958278,205.02820844982173,484.5430917287486
