,AAPL,BABA,BLDR,COST,CP,DDOG,GRBK,MCO,META,MMC,MRUS,MSFT,NEE,NFLX,NUVL,NVDA,PINS,PWR,RTX,SBLK,SE,SNAP,TDW,TJX,total
2018-08-31 13:00:00,137.15451085118866,549.9306794449531,110.3151391413656,115.74632370434674,134.50795584285402,,100.2346241527645,,,115.90252363813475,,,,,,,,,,,,,,,180.5416795393725
2018-08-31 14:00:00,136.96046929336504,552.3490421862941,110.2426674377963,115.81606520725872,135.079792806643,,100.28154898331739,,,116.17108254155319,,,,,,,,,,,,,,,180.9858097794611
2018-08-31 15:00:00,136.8476352805389,549.2819769928765,110.39968946219646,115.82042405119071,135.34700634112386,,100.2346241527645,,,116.27658782503902,,,,,,,,,,,,,,,180.6011348722471
2018-08-31 16:00:00,136.84483502036656,549.0743922082117,110.38761084493491,116.04926335762066,135.24012092733153,,100.28154898331739,,,116.40127588734043,,,,,,,,,,,,,,,180.6112924613033
2018-09-04 10:00:00,136.66364171509832,528.2121213494315,110.0131737098268,116.3587412767926,133.69562669803236,,100.28154898331739,,,116.06557725806738,,,,,,,,,,,,,,,177.32720442722376
2018-09-04 11:00:00,137.17098296984943,530.0544363133288,110.21851020327318,116.3892531843166,134.19264387216674,,100.21116173748806,,,116.32454477207803,,,,,,,,,,,,,,,177.79450472178584
2018-09-04 12:00:00,136.9140179187417,522.1402663979952,109.71120827828798,116.24977017849262,133.60477409630886,,100.09384966110582,,,116.15189976273759,,,,,,,,,,,,,,,176.4093980419528
2018-09-04 13:00:00,137.0415121171759,523.6452560868129,109.97693785804213,116.19637434032563,133.51659362993018,,100.14077449165872,,,116.24781365681562,,,,,,,,,,,,,,,176.68075174010872
2018-09-04 14:00:00,137.16735910374408,522.9706055366532,110.07356679613456,116.33694705713262,133.53529857734384,,100.14077449165872,,,116.45882422378725,,,,,,,,,,,,,,,176.66905368377917
2018-09-04 15:00:00,137.1347443087958,526.1362735027866,110.17019573422698,116.3631001207246,133.72769232217001,,100.14077449165872,,,116.43005005556384,,,,,,,,,,,,,,,177.15754721941806
2018-09-04 16:00:00,137.12486103759932,525.254557129924,110.00109509256525,116.38707376235061,133.7437251342389,,100.02346241527647,,,116.54514672845744,,,,,,,,,,,,,,,177.0114173286303
2018-09-05 10:00:00,136.48607227593544,507.1225451514434,111.11232788062804,116.31515283747262,134.12316835320163,,100.02346241527647,,,116.72738312720566,,,,,,,,,,,,,,,174.5585874344519
2018-09-05 11:00:00,136.5571329958379,501.0179955964226,111.0760920288434,116.24990094381059,133.4872001411373,,99.97653758472359,,,116.90002813654608,,,,,,,,,,,,,,,173.60926963247448
2018-09-05 12:00:00,136.73941346093778,497.4895732190881,110.88283415265856,116.3674589646566,133.63683972044655,,99.90615033889424,,,116.79452285306029,,,,,,,,,,,,,,,173.1166846728203
2018-09-05 13:00:00,137.00955620697408,496.9187150612608,110.77412659730459,116.54617156586858,133.658216803205,,99.95307516944713,,,116.65065201194327,,,,,,,,,,,,,,,173.0729304880005
2018-09-05 14:00:00,137.06556141042063,491.05444489448934,111.08817064610494,116.52219792424258,133.85595481872082,,99.95307516944713,,,116.74656590602129,,,,,,,,,,,,,,,172.32656725277812
2018-09-05 15:00:00,136.7361190372056,487.99256932068806,111.11232788062806,116.43937988953459,133.80251211182465,,100.00000000000001,,,116.78013576894858,,,,,,,,,,,,,,,171.83757771554707
2018-09-05 16:00:00,136.63399190150898,493.0265003488018,111.2572712877667,116.58976000518857,133.84526627734158,,100.00000000000001,,,116.66983479075888,,,,,,,,,,,,,,,172.57466065876665
2018-09-06 10:00:00,136.45609301997288,495.38622038847535,111.59547257109016,116.71834590118254,134.15790611268415,,100.00000000000001,,,116.63146923312767,,,,,,,,,,,,,,,172.99221531807612
2018-09-06 11:00:00,135.37222761209551,480.93468664209587,111.20895681872048,116.6080453554833,134.759136565266,,99.97653758472359,,,116.70820034839008,,,,,,,,,,,,,,,170.79539870382496
2018-09-06 12:00:00,135.53035995123867,481.4536486037568,110.93114862170478,116.69655168152252,134.46493446380265,,100.00000000000001,,,116.74656590602127,,,,,,,,,,,,,,,170.8318870325781
2018-09-06 13:00:00,135.29210722692957,468.2668251579458,110.88283415265857,116.75103723067252,134.63087406871526,,99.90615033889424,,,116.70820034839008,,,,,,,,,,,,,,,168.91971836060088
2018-09-06 14:00:00,135.34916664597046,469.20614630855266,111.3539002258591,116.77283145033252,134.7110381290595,,99.81230067778844,,,116.79452285306029,,,,,,,,,,,,,,,169.14284375580328
2018-09-06 15:00:00,135.3294001035775,471.4376827436957,111.37805746038222,116.68968650232964,134.8446448962999,,99.90615033889424,,,116.9096195259539,,,,,,,,,,,,,,,169.4993202244476
2018-09-06 16:00:00,135.39858300195266,470.9187207820346,111.49884363299773,116.82077873358452,134.230053766994,,99.95307516944713,,,117.08226453529431,,,,,,,,,,,,,,,169.4146170889007
2018-09-07 10:00:00,135.8749566736216,494.26993320894206,111.37805746038222,117.58466613266735,134.86334984371354,,99.95307516944713,,,117.19736120818794,,,,,,,,,,,,,,,173.01734281385168
2018-09-07 11:00:00,136.07390692280615,488.71911606701383,111.36597884312067,117.91920740444827,134.36900480492403,,99.8357630930649,,,117.38918899634399,,,,,,,,,,,,,,,172.2388808759603
2018-09-07 12:00:00,135.88451050244484,486.6692163184522,111.42637192942843,118.06304925420424,134.02162721009893,,99.8357630930649,,,117.54984476892466,,,,,,,,,,,,,,,171.92148329665974
2018-09-07 13:00:00,135.77908894301603,482.1750057304661,111.17272096693583,117.96061642180226,134.04033215751258,,99.81230067778844,,,117.4083717751596,,,,,,,,,,,,,,,171.192633810383
2018-09-07 14:00:00,135.4908268664529,482.02450676158435,110.91907000444323,117.95189873393826,133.7544136756181,,99.85922550834134,,,117.37000621752838,,,,,,,,,,,,,,,171.05284968112952
2018-09-07 15:00:00,135.9256907990967,486.6479388780238,111.13648511515117,117.95189873393826,133.87198763078968,,99.90615033889424,,,117.4946942798298,,,,,,,,,,,,,,,171.84783511081767
2018-09-07 16:00:00,134.83853096748717,483.47760025423565,111.18479958419738,117.86472185529828,133.6956266980323,,99.90615033889424,,,117.45632872219859,,,,,,,,,,,,,,,171.20339406004908
2018-09-10 10:00:00,133.978686373396,468.0825936615559,112.53760471749123,118.30714451439619,133.11844546355377,,99.90615033889424,,,117.86875846673405,,,,,,,,,,,,,,,169.11419764800303
2018-09-10 11:00:00,133.56688340687722,450.7829966695798,113.10529972878419,118.19163515019822,132.25267361183586,,99.95307516944713,,,118.07017764429787,,,,,,,,,,,,,,,166.56039162586006
2018-09-10 12:00:00,134.15987967866425,457.19788547767394,113.28647898770748,118.18753783690214,132.31680486011126,,100.00000000000001,,,118.19486570659927,,,,,,,,,,,,,,,167.62049322109405
2018-09-10 13:00:00,133.41369270333226,451.2272281087618,113.37102930853834,118.19163515019822,132.15647673942277,,99.95307516944713,,,118.00303791844325,,,,,,,,,,,,,,,166.61659644259197
2018-09-10 14:00:00,133.81067076305635,452.6512597315603,112.9241204698609,118.2897091386682,132.45041162735168,,99.90615033889424,,,117.95508097140424,,,,,,,,,,,,,,,166.85534329154228
2018-09-10 15:00:00,133.82384845798498,448.2120591115103,113.04490664247643,118.27227376294022,132.5359199583855,,99.90615033889424,,,117.95508097140424,,,,,,,,,,,,,,,166.25003417765654
2018-09-10 16:00:00,133.82391434645962,452.1322977698992,113.04490664247643,118.23958243345021,132.22060798769814,,99.90615033889424,,,117.86875846673402,,,,,,,,,,,,,,,166.7480311408017
2018-09-11 10:00:00,133.9490365598067,452.40163902800117,112.39266131035261,118.42919214449218,133.6795938859635,,99.90615033889424,,,117.7296833203209,,,,,,,,,,,,,,,166.92685094111877
2018-09-11 11:00:00,134.5156774417365,457.6540530419743,112.27187513773708,118.27024690051184,133.73838086354925,,99.95307516944712,,,117.76325318324821,,,,,,,,,,,,,,,167.73808024831487
2018-09-11 12:00:00,135.32281125611325,462.8229141801198,112.9241204698609,118.46406289594817,134.7110381290595,,100.00000000000001,,,117.91671541377302,,,,,,,,,,,,,,,168.88023747783924
2018-09-11 13:00:00,135.58172001722295,453.6378064206782,113.23792294631603,118.52290728903016,134.81792354285182,,100.04692483055291,,,118.01262930785104,,,,,,,,,,,,,,,167.6939763363576
2018-09-11 14:00:00,135.58293895400382,451.7695433586979,113.1777714323535,118.47278058381215,134.75379229457644,,99.95307516944712,,,118.15650014896806,,,,,,,,,,,,,,,167.40948599169414
2018-09-11 15:00:00,135.66543132425684,453.8967684395471,113.35895069127677,118.51418960116615,134.43848032388908,,99.95307516944712,,,118.17798486124153,,,,,,,,,,,,,,,167.71498291583208
2018-09-11 16:00:00,135.6423703581318,457.58139836734176,113.26232175318437,118.46188347398216,134.21936522561478,,99.90615033889422,,,118.08936042311345,,,,,,,,,,,,,,,168.1661214200375
2018-09-12 10:00:00,134.64297397474678,459.24207664465746,113.1777714323535,118.46188347398216,134.230053766994,,99.90615033889422,,,117.75366179384041,,,,,,,,,,,,,,,168.20208163220977
2018-09-12 11:00:00,134.38390049245046,454.31193800887604,112.67046950736832,118.38778312713818,133.61011836699848,,99.85922550834134,,,117.56183400568437,,,,,,,,,,,,,,,167.2550384309796
2018-09-12 12:00:00,134.65730471798162,474.81093549449355,112.69269416312959,118.19828238719452,133.77044648768697,,99.85922550834134,,,117.68652206798579,,,,,,,,,,,,,,,170.2393444038305
2018-09-12 13:00:00,134.74793431485307,482.5953649194118,112.73086259367608,118.14150844498023,133.83992200665196,,99.85922550834134,,,117.62897373153899,,,,,,,,,,,,,,,171.36339878849336
2018-09-12 14:00:00,135.02235981174118,478.2879806376239,113.056985259738,118.13714960104822,133.84526627734158,,99.85922550834134,,,117.49469427982979,,,,,,,,,,,,,,,170.814808767952
2018-09-12 15:00:00,134.4950543491732,473.15025721717774,112.97243493890713,118.14586728891223,133.52925955146455,,99.90615033889422,,,117.68652206798579,,,,,,,,,,,,,,,169.98364939321638
2018-09-12 16:00:00,134.71993171312977,478.85883879545116,113.98703878887751,118.08484347386425,133.3535933738969,,99.85922550834134,,,117.47551150101417,,,,,,,,,,,,,,,170.90556902208215
2018-09-13 10:00:00,135.6489592055961,505.6632241152524,113.76962367816958,118.27009434097421,133.88267617216894,,99.85922550834134,,,117.5234684480532,,,,,,,,,,,,,,,174.94532449550798
2018-09-13 11:00:00,136.31443279949042,495.5175177647757,113.28647898770748,118.2875297167022,133.32687202044883,,99.71845101668265,,,117.54265122686878,,,,,,,,,,,,,,,173.42770479038228
2018-09-13 12:00:00,136.86130713902733,498.06043137691563,112.56176195201435,118.13497017908225,133.3589376445865,,99.67152618612975,,,117.68652206798579,,,,,,,,,,,,,,,173.7622080779631
2018-09-13 13:00:00,136.68008088952175,498.73508192707504,112.53760471749125,118.05651098830624,133.28411785493188,,99.71845101668265,,,117.6001995633156,,,,,,,,,,,,,,,173.8017209939035
2018-09-13 14:00:00,136.45576357759964,499.04645910407186,112.29603237226019,117.85818358940028,133.12913400493298,,99.67152618612975,,,117.6001995633156,,,,,,,,,,,,,,,173.72247119967292
2018-09-13 15:00:00,136.2748997147046,499.10458284377813,112.03030279250606,117.89006853276287,133.25205223079413,,99.67152618612975,,,117.724887625617,,,,,,,,,,,,,,,173.70690284661322
2018-09-13 16:00:00,136.47915398609794,499.7730058503976,111.81288768179812,117.8124157281143,133.198609523898,,99.76537584723555,,,117.62897373153899,,,,,,,,,,,,,,,173.7814889070115
2018-09-14 10:00:00,136.2946662570975,498.06043137691563,112.05446002702915,116.74231954280853,132.8191663049352,,99.76537584723555,,,118.16609153837587,,,,,,,,,,,,,,,173.41464441348535
2018-09-14 11:00:00,136.03440678225766,500.71544077277434,112.36850407582952,116.9297498318845,133.35893764458646,,99.85922550834132,,,118.07976903370567,,,,,,,,,,,,,,,173.90657623562564
2018-09-14 12:00:00,135.85321347698942,503.3538433858597,112.38058269309107,116.70200023643753,133.4016918101034,,99.85922550834132,,,118.3099623794929,,,,,,,,,,,,,,,174.26578849861647
2018-09-14 13:00:00,135.48782894085664,493.078396544968,112.16316758238312,116.63079852080833,132.61608401872977,,99.84402186324219,,,118.28118821126951,,,,,,,,,,,,,,,172.5859265260368
2018-09-14 14:00:00,135.71685727871574,496.65923408043017,112.30811098952174,116.38489434038459,132.72296943252212,,99.83576309306488,,,118.33394085301242,,,,,,,,,,,,,,,173.13739572395022
2018-09-14 15:00:00,135.63248708693536,497.28198843442357,112.61007642106055,116.56142751963056,132.84588765838328,,99.90615033889422,,,118.41546766297873,,,,,,,,,,,,,,,173.32192644604376
2018-09-14 16:00:00,135.5698930360245,495.82889494177226,112.46513301392193,116.53309503407257,132.54126422907513,,99.95307516944712,,,118.46342461001773,,,,,,,,,,,,,,,173.05068286204732
2018-09-17 10:00:00,134.76605364537988,475.20015696573955,112.46513301392193,115.94247168128669,132.38628037907628,,99.95307516944712,,,118.2236398748227,,,,,,,,,,,,,,,169.84811581852486
2018-09-17 11:00:00,134.2949510516824,467.17804296238063,112.03030279250606,115.92394659457568,132.5279035523511,,99.76537584723555,,,118.42505905238653,,,,,,,,,,,,,,,168.59222597901686
2018-09-17 12:00:00,134.3542506788611,471.1704173334404,112.0423814097676,115.82504442575862,132.44506735666204,,99.88268792361778,,,118.42505905238653,,,,,,,,,,,,,,,169.16355831149914
